Incident_ID,Incident_Date,City,Address,Victims_Killed,Victims_Injured,Suspects_Killed,Suspects_Injured,Suspects_Arrested
2369373,25-Jul-22,Detroit,21860 Joy Rd,0,1,0,0,0
2369359,25-Jul-22,Detroit,Cascade Ave and W Boston Blvd,0,1,0,0,0
2370272,25-Jul-22,Detroit,13800 block of Fenkell Ave,1,0,0,0,0
2369015,25-Jul-22,Detroit,Stoepel St and Buena Vista St,0,1,0,0,0
2368235,24-Jul-22,Detroit,1200 Washington Blvd,0,1,0,0,0
2368597,24-Jul-22,Detroit,20630 W 7 Mile Rd,1,0,0,0,0
2369024,24-Jul-22,Detroit,W Warren Ave and Southfield Rd,0,1,0,0,0
2369021,24-Jul-22,Detroit,Morang Ave and Roxbury St,1,0,0,0,0
2368243,23-Jul-22,Detroit,8100 Parkland Rd,1,0,0,0,0
2368237,23-Jul-22,Detroit,30th St and Rich St,0,1,0,0,0
2388084,22-Jul-22,Detroit,Lyndon St and Bentler St,1,0,0,0,0
2368261,22-Jul-22,Detroit,N/A,0,1,0,0,0
2366139,21-Jul-22,Detroit,Schaefer Hwy and S Beatrice St,0,1,0,0,0
2366145,21-Jul-22,Detroit,Biltmore St and Hessel Ave,0,1,0,0,1
2365079,20-Jul-22,Detroit,1200 block of S Liddesdale St,0,1,0,0,0
2365075,20-Jul-22,Detroit,John R St and Edgevale St,0,1,0,0,0
2364234,19-Jul-22,Detroit,Bramell St and Elmira St,1,0,0,0,1
2363777,19-Jul-22,Detroit,14111 Greenfield Rd,0,1,0,0,0
2363760,19-Jul-22,Detroit,Gilchrist St and Puritan Ave,0,1,0,0,1
2363755,19-Jul-22,Detroit,Acacia Ave and Winthrop St,0,1,0,0,0
2363742,19-Jul-22,Detroit,17000 block of Harper Ave,0,1,0,0,0
2363746,18-Jul-22,Detroit,N/A,0,3,0,0,0
2363183,18-Jul-22,Detroit,Davison W and Braile St,1,0,0,0,0
2362305,17-Jul-22,Detroit,Evergreen Rd and W McNichols Rd,0,1,0,0,0
2361839,17-Jul-22,Detroit,Frankfort St and Bishop St,1,0,0,0,0
2361828,17-Jul-22,Detroit,12800 block of Pierson St,1,0,0,0,0
2361849,17-Jul-22,Detroit,N/A,0,4,0,0,0
2361843,17-Jul-22,Detroit,Ellis St and Greenfield Rd,0,1,0,0,0
2361826,17-Jul-22,Detroit,Puritan Ave and Appoline St,0,1,0,0,0
2361823,17-Jul-22,Detroit,Ward Ave and Plymouth Rd,0,1,0,0,0
2362353,17-Jul-22,Detroit,Rogge St and Savage Ave,0,1,0,0,0
2361866,16-Jul-22,Detroit,Somerset Ave and Courville St,0,1,0,0,0
2361023,16-Jul-22,Detroit,Ward Ave and Puritan Ave,1,0,0,0,0
2361030,16-Jul-22,Detroit,Kendall St and Manor,0,1,0,0,0
2361028,16-Jul-22,Detroit,Lauder St and Belton St,0,1,0,0,0
2361017,16-Jul-22,Detroit,Arcola Ave and Carrie Ave,0,1,0,0,0
2361019,16-Jul-22,Detroit,14000 W McNichols Rd,0,1,0,0,0
2361021,16-Jul-22,Detroit,N/A,0,1,0,0,0
2360647,15-Jul-22,Detroit,Cherrylawn St and Buena Vista Ave,1,0,0,0,0
2360966,15-Jul-22,Detroit,Fullerton Ave and Indiana Ave,1,0,0,0,0
2359823,14-Jul-22,Detroit,Kelly Rd and Maddelein Ave,1,0,0,0,0
2359428,14-Jul-22,Detroit,E Larned St and Orleans St,2,1,0,0,0
2359819,13-Jul-22,Detroit,Florence St and Wildemere St,0,1,0,0,0
2363855,12-Jul-22,Detroit,10400 block of Bonita St,0,1,0,0,0
2358177,12-Jul-22,Detroit,18400 block of Archdale St,0,1,0,0,0
2358155,12-Jul-22,Detroit,5000 block of Maplewood Ave,1,0,0,0,0
2356692,11-Jul-22,Detroit,19345 W Warren Ave,1,0,0,0,1
2356112,11-Jul-22,Detroit,Fenmore St and Trojan Ave,0,1,0,0,0
2355823,10-Jul-22,Detroit,Alcoy Ave and Fairmount Dr,0,1,0,0,0
2355496,10-Jul-22,Detroit,250 Riverfront Dr,1,0,0,0,1
2354825,8-Jul-22,Detroit,3400 block of 2nd Ave,0,4,0,0,0
2354262,7-Jul-22,Detroit,Sioux St and Cadieux Rd,0,1,0,0,0
2354251,7-Jul-22,Detroit,Stotter St and Seven Mile E,0,1,0,0,0
2354269,7-Jul-22,Detroit,N/A,0,1,0,0,0
2354254,7-Jul-22,Detroit,Oakland Ave and Belmont St,0,1,0,0,0
2353300,7-Jul-22,Detroit,Seven Mile E and Van Dyke Ave,0,1,0,0,0
2353220,7-Jul-22,Detroit,St Clair St and Mack Ave,1,0,0,0,0
2352641,7-Jul-22,Detroit,23550 Grand River Ave,0,1,0,0,0
2352129,6-Jul-22,Detroit,14725 Joy Rd,1,0,1,0,0
2635748,6-Jul-22,Detroit,Bentler St and Outer Dr W,1,0,0,0,0
2352639,6-Jul-22,Detroit,East St and Eliot St,0,1,0,0,0
2350114,5-Jul-22,Detroit,2500 block of Sharon St,1,0,0,0,1
2350862,5-Jul-22,Detroit,18200 block of Stout St,0,2,0,0,0
2351088,5-Jul-22,Detroit,Outer Dr W and Prest St,1,0,0,1,0
2357532,5-Jul-22,Detroit,19331 W 7 Mile Rd,0,0,0,1,1
2350089,5-Jul-22,Detroit,Gratiot Ave and Seven Mile E,0,1,0,0,0
2366820,5-Jul-22,Detroit,8830 block of Rosemont Ave,1,0,0,0,2
2350121,5-Jul-22,Detroit,4800 block of Canton St,0,1,0,0,0
2350109,5-Jul-22,Detroit,W Philadelphia St and Linwood St,0,2,0,0,0
2350100,5-Jul-22,Detroit,N/A,0,1,0,0,0
2350095,5-Jul-22,Detroit,N/A,0,1,0,0,0
2351362,5-Jul-22,Detroit,N/A,0,1,0,0,0
2350081,5-Jul-22,Detroit,10191 Gratiot Ave,0,1,0,0,0
2349512,4-Jul-22,Detroit,N/A,0,1,0,0,0
2349465,4-Jul-22,Detroit,N/A,0,1,0,0,0
2348001,3-Jul-22,Detroit,N/A,0,1,0,0,0
2347518,3-Jul-22,Detroit,Cadillac Sq and Bates St,1,1,0,0,1
2347526,3-Jul-22,Detroit,6401 8 Mile Rd,0,1,0,0,0
2347536,2-Jul-22,Detroit,1661 Bagley St,1,0,0,0,0
2347133,2-Jul-22,Detroit,Wisconsin St and Plymouth Rd,0,1,0,0,0
2347530,2-Jul-22,Detroit,19100 block of Prevost St,0,3,0,0,0
2346149,1-Jul-22,Detroit,W McNichols Rd and Log Cabin St,0,1,0,0,0
2346146,1-Jul-22,Detroit,N/A,0,1,0,0,0
2520933,30-Jun-22,Detroit,Badger St and Van Dyke Ave,1,0,0,0,0
2344770,30-Jun-22,Detroit,23851 Fullerton Ave,1,2,0,0,0
2345050,30-Jun-22,Detroit,Fenkell Ave and Ferguson St,0,2,0,0,1
2348836,30-Jun-22,Detroit,15800 block of Fairfield St,1,0,0,0,0
2342767,28-Jun-22,Detroit,9300 Livernois Rd,0,1,0,0,0
2342707,28-Jun-22,Detroit,7500 block of Hildale St,1,0,0,0,0
2342817,28-Jun-22,Detroit,9200 block of Minock St,1,0,0,1,2
2342712,28-Jun-22,Detroit,Temple St and 2nd Ave,0,1,0,0,0
2344979,27-Jun-22,Detroit,5287 Trumbull St,0,2,0,0,0
2341863,27-Jun-22,Detroit,Stout St and Glenco Ave,0,2,0,0,0
2341515,27-Jun-22,Detroit,N/A,0,1,0,0,0
2341511,27-Jun-22,Detroit,Strathmoor St and Curtis St,0,2,0,0,0
2340655,26-Jun-22,Detroit,E Lantz St and Klinger St,1,0,0,0,1
2340647,26-Jun-22,Detroit,M-10 and Wyoming Ave,0,1,0,0,0
2340674,26-Jun-22,Detroit,N/A,0,1,0,0,0
2340657,26-Jun-22,Detroit,14th St and Kendall St,0,1,0,0,0
2340659,26-Jun-22,Detroit,9600 block of Outer Dr E,0,2,0,0,0
2340651,26-Jun-22,Detroit,12400 block of Maine St,0,1,0,0,0
2341023,26-Jun-22,Detroit,Telegraph Rd and W McNichols Rd,1,1,0,0,1
2340666,25-Jun-22,Detroit,Holmur Ave and Carter St,0,1,0,0,0
2340662,25-Jun-22,Detroit,Littlefield St and Plymouth Rd,0,1,0,0,0
2340733,24-Jun-22,Detroit,18100 block of Brinker Ave,0,1,0,0,0
2339521,24-Jun-22,Detroit,16000 block of Bringard Dr,1,0,0,0,1
2339526,24-Jun-22,Detroit,McKinney St and Haverhill St,0,2,0,0,0
2339518,24-Jun-22,Detroit,19100 block of Dresden St,0,2,0,0,0
2338504,23-Jun-22,Detroit,3344 Puritan Ave,0,1,0,0,0
2338500,23-Jun-22,Detroit,14570 Greenfield Rd,0,1,0,0,0
2338434,23-Jun-22,Detroit,19600 block of Eureka St,0,2,0,0,0
2338508,22-Jun-22,Detroit,Greenfield Rd and W Seven Mile Rd,0,1,0,0,0
2337502,22-Jun-22,Detroit,20100 block of Prest St,0,1,0,0,0
2337020,22-Jun-22,Detroit,3250 E Jefferson St,0,1,0,0,0
2335921,20-Jun-22,Detroit,N/A,0,1,0,0,0
2335931,20-Jun-22,Detroit,Berkshire St and Cornwall St,0,1,0,0,0
2335727,20-Jun-22,Detroit,8943 Puritan Ave,0,1,0,0,0
2355557,20-Jun-22,Detroit,5200 block of Trumball St,0,2,0,0,0
2335365,20-Jun-22,Detroit,W Grand River Ave and Gibson St,0,1,0,0,0
2335956,20-Jun-22,Detroit,N/A,0,1,0,0,0
2334949,19-Jun-22,Detroit,Gratiot Ave and Conner St,0,1,0,0,0
2334946,19-Jun-22,Detroit,Southfield Rd and 7 Mile Rd,0,1,0,0,0
2334772,19-Jun-22,Detroit,Ryan Rd and Dean Ave,1,0,0,0,0
2334936,19-Jun-22,Detroit,18501 Healy St,1,3,0,0,0
2335378,19-Jun-22,Detroit,Lodewyck St and Frankfort Ave,0,1,0,0,0
2334564,19-Jun-22,Detroit,Radnor St and Chandler Park Dr,0,1,0,0,0
2334579,18-Jun-22,Detroit,N/A,0,2,0,0,0
2334296,18-Jun-22,Detroit,Corbett Ave and Gunston Ave,0,1,0,0,1
2332700,16-Jun-22,Detroit,Prevost St and W Grand River Ave,0,1,0,0,0
2332691,16-Jun-22,Detroit,Rosa Parks Blvd and Magnolia St,0,2,0,0,0
2333594,16-Jun-22,Detroit,Dexter Ave and W Davison St,0,1,0,0,0
2332588,16-Jun-22,Detroit,4500 block of Outer Dr W,1,0,0,0,0
2331846,15-Jun-22,Detroit,Lozier St and Wayburn St,0,1,0,0,0
2331835,15-Jun-22,Detroit,Michigan Ave and Central Ave,1,0,0,0,0
2331171,15-Jun-22,Detroit,Coyle St and Puritan Ave,0,1,0,0,0
2331150,15-Jun-22,Detroit,Barton St and Rangoon St,0,1,0,0,0
2331161,15-Jun-22,Detroit,15040 block of Mark Twain St,0,1,0,0,1
2330766,14-Jun-22,Detroit,W McNichols Rd and Southfield Rd,0,1,0,0,0
2330702,14-Jun-22,Detroit,12700 block of Wilshire Dr,1,0,0,0,0
2331128,14-Jun-22,Detroit,Oakfield Ave and Cambridge Ave,0,1,0,0,0
2330752,14-Jun-22,Detroit,19700 block of Patton St,0,2,0,0,0
2330029,14-Jun-22,Detroit,Griggs St and Grove Ave,0,1,0,0,0
2329664,13-Jun-22,Detroit,1400 Gratiot Ave,0,1,0,0,0
2385699,13-Jun-22,Detroit,14600 block of Chatham St,1,0,0,0,0
2330005,13-Jun-22,Detroit,I-94 and Chalmers St,0,2,0,0,0
2371047,13-Jun-22,Detroit,800 block of Robinwood St,0,2,0,0,0
2329112,13-Jun-22,Detroit,16100 block of Princeton St,0,1,0,0,0
2330001,13-Jun-22,Detroit,McClellan Ave and Murray St,0,1,0,0,0
2328127,12-Jun-22,Detroit,Mack Ave and Fairview St,1,2,0,0,0
2328590,12-Jun-22,Detroit,4400 block of Lillibridge St,0,2,0,0,0
2328356,12-Jun-22,Detroit,19444 Schoolcraft St,0,1,0,0,0
2369070,12-Jun-22,Detroit,14900 block of Schoolcraft St,0,1,0,0,0
2328140,12-Jun-22,Detroit,N/A,0,2,0,0,0
2328145,12-Jun-22,Detroit,N/A,0,1,0,0,0
2328150,12-Jun-22,Detroit,Emery St and Ryan Rd,0,1,0,0,0
2328148,12-Jun-22,Detroit,Corbett Ave and Hayes St,0,1,0,0,0
2328131,12-Jun-22,Detroit,Steel St and Hillview St,0,2,0,0,0
2327598,11-Jun-22,Detroit,13500 block of Cloverlawn Ave,0,4,0,0,0
2328083,11-Jun-22,Detroit,14600 block of Griggs St,0,1,0,2,2
2327151,9-Jun-22,Detroit,1000 Scotten St,0,0,0,0,0
2327196,9-Jun-22,Detroit,14th St and W Grand Blvd,0,1,0,0,0
2325968,9-Jun-22,Detroit,19400 block of Stotter St,1,0,0,0,0
2324563,8-Jun-22,Detroit,19900 block of Saint Aubin St,2,0,0,0,0
2324460,8-Jun-22,Detroit,Minden Ave and Algonac Ave,0,1,0,0,0
2323395,7-Jun-22,Detroit,16500 block of Salem St,0,0,1,0,0
2324569,7-Jun-22,Detroit,18875 Ryan Rd,0,0,0,0,1
2323408,7-Jun-22,Detroit,Filer Ave and E Hildale St,0,1,0,0,0
2323403,7-Jun-22,Detroit,17100 block of Fenelon St,0,1,0,0,1
2322897,6-Jun-22,Detroit,15400 block of E State Fair Ave,0,1,0,0,0
2322901,6-Jun-22,Detroit,Mark Twain St and Tyler Ave,1,0,0,0,0
2323412,6-Jun-22,Detroit,11711 Woodward Ave,0,1,0,0,0
2322155,5-Jun-22,Detroit,Rossiter St and Whittier Ave,0,1,0,0,0
2322148,5-Jun-22,Detroit,Farmbrook St and E Warren Ave,0,1,0,0,0
2325988,4-Jun-22,Detroit,Hartwell St,0,1,0,0,1
2321188,4-Jun-22,Detroit,20290 block of Goulburn Ave,1,0,0,0,2
2319883,3-Jun-22,Detroit,9100 block of Chalmers St,0,1,0,0,0
2319474,2-Jun-22,Detroit,Guilford St and E Warren Ave,0,1,0,0,0
2319451,1-Jun-22,Detroit,14300 block of Crescent Dr,2,0,0,0,1
2316845,31-May-22,Detroit,Gleason St and Annabelle St,0,1,0,0,0
2316225,30-May-22,Detroit,Clifford St and W Columbia St,1,0,0,0,1
2316669,30-May-22,Detroit,Riverdale Ave and Keeler St,0,2,0,0,2
2316454,30-May-22,Detroit,Livernois and John Kronk St,0,1,0,0,0
2315756,30-May-22,Detroit,6200 block of Michigan Ave,0,1,0,0,0
2315750,30-May-22,Detroit,16600 block of Marlowe St,0,1,0,0,0
2315734,30-May-22,Detroit,12000 block of Plainview Ave,0,1,0,0,0
2315062,29-May-22,Detroit,13224 Plymouth Rd,0,3,0,0,0
2315694,28-May-22,Detroit,19600 block of Revere St,0,1,0,0,0
2538429,28-May-22,Detroit,17339 Eight Mile Rd,1,0,0,0,0
2315541,28-May-22,Detroit,Russell St and Alfred St,1,1,0,0,0
2312484,25-May-22,Detroit,Holbrook Ave and Chrysler Dr,0,1,0,0,0
2310332,24-May-22,Detroit,15378 Wyoming Ave,1,0,0,0,0
2309954,23-May-22,Detroit,Dover Ave and Burt Rd,0,1,0,0,0
2309392,23-May-22,Detroit,19839 Joy Rd,0,0,0,1,0
2309122,22-May-22,Detroit,14900 block of Tireman Ave,0,1,0,0,0
2306623,19-May-22,Detroit,Whitehill St and Moross Rd,0,2,0,0,0
2306616,19-May-22,Detroit,Appoline St and Midland St,0,1,0,0,0
2306006,18-May-22,Detroit,17321 Eight Mile Rd,0,2,0,0,0
2305396,18-May-22,Detroit,19900 block of Ilene St,0,2,0,0,0
2305167,17-May-22,Detroit,20000 block of Stahelin Ave,0,1,0,0,0
2305118,17-May-22,Detroit,19245 Schoolcraft,0,1,0,0,0
2303898,16-May-22,Detroit,Faust Ave and Westfield Ave,0,1,0,0,0
2304280,16-May-22,Detroit,Bassett St and Leonard St,0,1,0,0,0
2302456,15-May-22,Detroit,N/A,0,1,0,0,0
2303269,15-May-22,Detroit,7501 E Jefferson St,0,1,0,0,1
2302458,15-May-22,Detroit,Dresden St and Greiner St,0,1,0,0,0
2302462,14-May-22,Detroit,E Congress St and Beaubien Blvd,0,0,0,3,0
2302460,14-May-22,Detroit,19300 block of Hoover St,0,1,0,0,0
2301293,13-May-22,Detroit,I-94 and E Grand Blvd,0,2,0,0,0
2301296,13-May-22,Detroit,Lindsay St and Outer Dr W,1,0,0,0,0
2301255,13-May-22,Detroit,17900 block of Lumpkin St,0,2,0,0,0
2303711,13-May-22,Detroit,Outer Dr W and Southfield Rd,1,0,0,0,0
2302735,13-May-22,Detroit,Cadillac Sq and Randolph St,0,2,0,0,0
2301298,12-May-22,Detroit,18400 block of Filer Ave,0,1,0,0,0
2300549,12-May-22,Detroit,Shaftsbury Ave and W Seven Mile Rd,0,2,0,0,0
2299481,11-May-22,Detroit,8800 block of Burnette St,1,0,0,0,0
2299227,11-May-22,Detroit,13231 Gratiot Ave,0,1,0,0,0
2299960,11-May-22,Detroit,Chrysler Dr and E Lafayette St,0,1,0,0,0
2298496,10-May-22,Detroit,20000 block of Snowden St,0,1,0,0,0
2299235,10-May-22,Detroit,21300 block of Schoolcraft,0,1,0,0,0
2299233,10-May-22,Detroit,19100 block of Packard St,1,0,0,0,0
2298506,10-May-22,Detroit,Wyoming Ave and W Grand River Ave,0,1,0,0,0
2297823,9-May-22,Detroit,12600 block of McCoy Cir,0,4,0,0,2
2297455,9-May-22,Detroit,20400 block of Norwood St,0,1,0,0,0
2297458,8-May-22,Detroit,3900 block of Haverhill St,0,1,0,0,0
2297358,8-May-22,Detroit,Alma Ave and Celestine Ave,0,1,0,0,0
2297355,8-May-22,Detroit,20100 block of Carrie Ave,0,1,0,0,0
2297353,8-May-22,Detroit,Fenkell Ave and Lahser Rd,0,1,0,0,0
2296634,7-May-22,Detroit,Duchess Ave and Mogul St,0,1,0,0,0
2296629,7-May-22,Detroit,3700 block of Kendall St,0,1,0,0,0
2296815,7-May-22,Detroit,Lincoln St and W Forest Ave,0,1,0,0,0
2355509,7-May-22,Detroit,Woodrow Wilson St and Virginia Park St,1,0,0,0,0
2295614,6-May-22,Detroit,E Lantz St and Albany St,1,1,0,0,0
2297999,6-May-22,Detroit,8820 Wyoming Ave,1,0,0,0,0
2295449,6-May-22,Detroit,16100 block of Appoline St,0,2,0,0,1
2294673,5-May-22,Detroit,Nashville St and Gunston St,0,1,0,0,0
2294666,5-May-22,Detroit,12600 Gratiot Ave,0,1,0,0,0
2294671,4-May-22,Detroit,15000 block of Winthrop St,0,1,0,0,0
2292378,2-May-22,Detroit,8031 Gratiot Ave,0,1,0,0,0
2292360,1-May-22,Detroit,17200 block of Charest St,1,0,0,0,0
2292387,1-May-22,Detroit,4711 Vernor Hwy,0,1,0,0,0
2292376,1-May-22,Detroit,14900 block of Corbett Ave,1,0,0,0,0
2292390,1-May-22,Detroit,13500 block of Rockdale St,1,0,0,0,0
2291365,30-Apr-22,Detroit,16500 block of Schaefer Hwy,1,0,0,0,1
2291049,30-Apr-22,Detroit,La Salle Blvd and Buena Vista St,0,1,0,0,0
2291036,30-Apr-22,Detroit,Mackay St and Stender Ave,0,1,0,0,0
2291406,30-Apr-22,Detroit,20400 block of Meyers Rd,1,0,0,0,0
2291046,29-Apr-22,Detroit,N/A,0,1,0,0,0
2291051,29-Apr-22,Detroit,N/A,0,1,0,0,0
2291042,29-Apr-22,Detroit,N/A,0,1,0,0,0
2291040,29-Apr-22,Detroit,N/A,0,1,0,0,0
2289958,28-Apr-22,Detroit,Stahelin Ave and Sawyer St,0,1,0,0,0
2289950,28-Apr-22,Detroit,Mack Ave and Harding St,0,1,0,0,0
2288985,27-Apr-22,Detroit,Asbury Park and Keeler St,0,1,0,0,0
2288669,27-Apr-22,Detroit,N/A,0,1,0,0,0
2288681,27-Apr-22,Detroit,18400 block of Stout St,0,1,0,0,0
2289420,27-Apr-22,Detroit,5300 block of Cadillac Ave,0,1,0,1,0
2289408,27-Apr-22,Detroit,Auburn St and Wadsworth Ave,0,1,0,0,0
2288273,26-Apr-22,Detroit,18240 Huntington Rd,0,0,0,0,0
2287338,25-Apr-22,Detroit,Plymouth Rd and Ohio St,0,1,0,0,0
2286739,24-Apr-22,Detroit,N/A,0,2,0,0,0
2285785,23-Apr-22,Detroit,Rutherford St and Clarita Ave,0,1,0,0,0
2285794,23-Apr-22,Detroit,N/A,0,1,0,0,0
2285140,22-Apr-22,Detroit,13500 Mansfield St,0,2,0,0,0
2285138,22-Apr-22,Detroit,Wildemere St and Ewald Cir,0,1,0,0,0
2285136,22-Apr-22,Detroit,Fenkell Ave and Westbrook St,0,1,0,0,0
2284970,22-Apr-22,Detroit,21746 Schoolcraft St,0,0,0,1,1
2285035,21-Apr-22,Detroit,Thomas St and Fremont St,0,1,0,0,0
2283955,21-Apr-22,Detroit,400 block of Alameda St,0,1,0,0,0
2284369,21-Apr-22,Detroit,500 block of Watson St,1,0,0,0,0
2284327,20-Apr-22,Detroit,Gratiot Ave and Hazelridge St,1,0,0,0,0
2283770,20-Apr-22,Detroit,Eight Mile Rd and Grandview St,0,1,0,0,0
2283773,20-Apr-22,Detroit,2000 block of Selden St,0,1,0,0,0
2282841,19-Apr-22,Detroit,15000 block of Greenlawn St,0,1,0,0,0
2282721,19-Apr-22,Detroit,N/A,0,1,0,0,0
2282711,19-Apr-22,Detroit,12500 block of Wade St,0,1,0,0,0
2282992,19-Apr-22,Detroit,18600 block of Woodbine St,0,1,0,0,0
2281488,18-Apr-22,Detroit,16800 block of Strathmoor St,0,2,0,0,0
2281355,17-Apr-22,Detroit,17700 block of Pierson St,0,1,0,0,0
2281217,17-Apr-22,Detroit,Linwood St,0,1,0,0,0
2280980,17-Apr-22,Detroit,N/A,0,1,0,0,0
2281494,17-Apr-22,Detroit,12600 block of Broadstreet Ave,0,1,0,0,0
2281496,17-Apr-22,Detroit,7800 block of Clayburn St,0,1,0,0,0
2287453,16-Apr-22,Detroit,15400 block of Vaughan St,1,0,0,0,1
2279780,15-Apr-22,Detroit,Hubbell Ave and W Grand River Ave,1,0,0,0,0
2279777,15-Apr-22,Detroit,12350 block of Dickerson Ave,1,1,0,0,1
2279782,14-Apr-22,Detroit,Dover Ave and American St,0,1,0,0,0
2277892,13-Apr-22,Detroit,4000 block of 17th St,1,0,0,0,0
2278131,13-Apr-22,Detroit,Dequindre St and Outer Dr,1,0,0,0,0
2277779,13-Apr-22,Detroit,13000 block of Maine St,0,1,0,0,0
2277545,13-Apr-22,Detroit,N/A,0,1,0,0,0
2277539,13-Apr-22,Detroit,15300 block of Stansbury Ave,0,1,0,0,0
2277025,12-Apr-22,Detroit,N/A,0,1,0,0,0
2278893,11-Apr-22,Detroit,6324 W Chicago St,1,0,0,0,1
2275050,10-Apr-22,Detroit,W 7 Mile Rd and Chapel St,0,1,0,0,0
2275041,10-Apr-22,Detroit,18500 block of Van Dyke Ave,0,2,0,0,0
2275435,10-Apr-22,Detroit,Joy Rd and Southfield Rd,0,1,0,0,0
2275433,10-Apr-22,Detroit,2100 block of Schaefer Rd,0,1,0,0,0
2275067,9-Apr-22,Detroit,Coram St and Redmond St,0,1,0,0,0
2275060,9-Apr-22,Detroit,Steel St and Pilgrim St,0,1,0,0,0
2274608,9-Apr-22,Detroit,I-94 and Moross Rd,1,0,0,0,0
2273990,8-Apr-22,Detroit,14400 block of Kercheval Ave,0,1,0,0,0
2273184,7-Apr-22,Detroit,Livernois Ave and Lyndon St,0,1,0,0,0
2271902,6-Apr-22,Detroit,18600 block of Beland St,0,1,0,0,0
2271898,6-Apr-22,Detroit,Puritan Ave and Pinehurst St,0,1,0,0,0
2271734,6-Apr-22,Detroit,10900 block of Beaconsfield St,0,1,0,0,0
2269526,3-Apr-22,Detroit,Audubon Rd and E Warren Ave,0,1,0,0,0
2269535,2-Apr-22,Detroit,5000 block of Outer Dr E,0,1,0,0,0
2269542,2-Apr-22,Detroit,N/A,0,1,0,0,0
2266881,31-Mar-22,Detroit,11700 block of Sussex St,1,0,0,0,1
2266905,31-Mar-22,Detroit,Joy Rd and Faust Ave,0,1,0,0,0
2266896,30-Mar-22,Detroit,20250 block of Anglin St,1,0,0,0,0
2266409,30-Mar-22,Detroit,6309 Mack Ave,1,1,0,0,1
2266808,30-Mar-22,Detroit,Marcus Ave and McClellan Ave,0,2,0,0,0
2265182,28-Mar-22,Detroit,5000 block of Neff Ave,0,1,0,0,0
2265180,28-Mar-22,Detroit,18100 block of Stout St,0,1,0,0,0
2264450,27-Mar-22,Detroit,15700 block of Ohio Ave,2,0,0,0,0
2264127,27-Mar-22,Detroit,Audubon Rd and E Warren Ave,0,1,0,0,0
2299272,27-Mar-22,Detroit,110 block of Cadillac Sq,0,1,0,0,0
2264467,27-Mar-22,Detroit,W McNichols Rd and Meyers Rd,0,1,0,0,0
2264460,27-Mar-22,Detroit,Pinehurst St and Santa Maria Ave,0,1,0,0,0
2264464,27-Mar-22,Detroit,18600 block of Salem St,0,1,0,0,0
2263838,26-Mar-22,Detroit,Fenkell Ave and Snowden St,0,1,0,0,0
2263755,26-Mar-22,Detroit,Bentler St and St Martins Ave,1,1,0,0,0
2264125,26-Mar-22,Detroit,Clifton St and Rangoon St,0,1,0,0,0
2264115,26-Mar-22,Detroit,Wyoming Ave and Lyndon St,0,1,0,0,0
2263154,25-Mar-22,Detroit,13600 block of Cloverlawn Ave,1,0,0,0,0
2262254,24-Mar-22,Detroit,N/A,0,1,0,0,0
2260290,22-Mar-22,Detroit,5070 block of Haverhill St,1,0,0,0,1
2283217,22-Mar-22,Detroit,Murray Hill St and Keeler St,1,0,0,0,0
2260391,21-Mar-22,Detroit,14780 block of Maddelein St,1,0,0,0,1
2258376,19-Mar-22,Detroit,14940 block of Bringard St,1,0,0,0,1
2277553,18-Mar-22,Detroit,14300 block of Sussex St,0,1,0,0,1
2254718,16-Mar-22,Detroit,1101 W Warren Ave,1,0,0,0,0
2254309,15-Mar-22,Detroit,7500 block of Maywood St,0,1,0,0,0
2253887,14-Mar-22,Detroit,350 block of Newport St,0,2,0,0,1
2253316,14-Mar-22,Detroit,7 Mile E and Schoenherr St,0,1,0,0,0
2253292,14-Mar-22,Detroit,6000 block of Crane St,0,1,0,0,0
2253319,14-Mar-22,Detroit,11626 Woodward Ave,1,0,1,0,0
2252589,12-Mar-22,Detroit,Meyers Rd and Schoolcraft Rd,1,0,0,0,1
2252333,11-Mar-22,Detroit,Margareta Ave and Manor St,0,1,0,0,0
2252583,11-Mar-22,Detroit,Wayburn St and Casino Ave,0,1,0,0,0
2251090,10-Mar-22,Detroit,La Salle Blvd and W Grand Blvd,0,1,0,0,0
2250729,10-Mar-22,Detroit,Roxbury St and Haverhill St,0,1,0,0,0
2250210,9-Mar-22,Detroit,2900 block of Anderdon St,0,2,0,0,0
2250733,9-Mar-22,Detroit,Auburn St and Joy Rd,0,1,0,0,0
2249345,8-Mar-22,Detroit,N/A,0,1,0,0,0
2249327,8-Mar-22,Detroit,Sturtevant St and Lawton St,0,1,0,0,0
2249542,8-Mar-22,Detroit,13100 block of Bloom St,1,0,0,0,1
2248881,7-Mar-22,Detroit,Seven Mile E and Joann Ave,0,1,0,0,0
2249335,7-Mar-22,Detroit,Pembroke Ave and Salem St,0,1,0,0,0
2247655,6-Mar-22,Detroit,Bloom St and Amrad St,0,1,0,0,0
2248064,6-Mar-22,Detroit,Chapel St and Trojan Ave,0,1,0,0,0
2247650,5-Mar-22,Detroit,Seven Mile E and Schoenherr St,0,1,0,0,0
2247672,5-Mar-22,Detroit,Greenfield Rd and W Chicago Ave,0,1,0,0,0
2247664,5-Mar-22,Detroit,Hubbell Ave and Tyler Ave,0,1,0,0,0
2247661,5-Mar-22,Detroit,N/A,0,1,0,0,0
2248602,4-Mar-22,Detroit,12510 E 8 Mile Rd,1,0,0,0,0
